time step,inexact,greedy,naive,resource
66,0.0,0.0,0.0,-0.25
67,0.0,0.0,0.0,-0.25
68,0.0,0.0,0.0,-0.25
69,0.0,0.0,0.0,-0.25
70,0.0,0.0,0.0,-0.25
71,0.0,0.0,0.0,-0.25
72,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0
107,0.0,0.0,0.0,0.0
108,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0
110,0.0,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0
112,0.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0
116,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0
119,0.0,0.0,0.0,0.0
120,0.0,0.0,0.0,0.0
121,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0
123,0.0,0.0,0.0,0.0
124,0.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.0
126,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0
128,0.0,0.0,0.0,0.0
129,0.0,0.0,0.0,0.0
130,0.0,0.0,0.0,0.0
131,0.0,0.0,0.0,0.0
132,0.0,0.0,0.0,-0.25
133,0.0,0.0,0.0,-0.25
134,0.0,0.0,0.0,-0.25
135,0.0,0.0,0.0,-0.25
136,0.0,0.0,0.0,-0.25
137,0.0,0.0,0.0,-0.25
138,0.08364,0.0,0.08364,-0.25
139,0.08364,0.0,0.08364,-0.25
140,0.08364,0.0,0.08364,-0.25
141,0.08364,0.0,0.08364,-0.25
142,0.08364,0.0,0.08364,-0.25
143,0.08364,0.0,0.08364,-0.25
144,0.08364,0.0,0.08364,-0.25
145,0.08364,0.0,0.08364,-0.25
146,0.08364,0.0,0.08364,-0.25
147,0.08364,0.0,0.08364,-0.25
148,0.08364,0.0,0.08364,-0.25
149,0.08364,0.0,0.08364,-0.25
150,0.08364,0.0,0.08364,-0.25
151,0.08364,0.0,0.08364,-0.25
152,0.08364,0.0,0.08364,-0.25
153,0.08364,0.0,0.08364,-0.25
154,0.08364,0.0,0.08364,-0.25
155,0.08364,0.0,0.08364,-0.25
156,0.08364,0.0,0.08364,-0.25
157,0.08364,0.0,0.08364,-0.25
158,0.08364,0.0,0.08364,-0.25
159,0.08364,0.0,0.08364,-0.25
160,0.08364,0.0,0.08364,-0.25
161,0.08364,0.0,0.08364,-0.25
162,0.08364,0.0,0.08364,-0.25
163,0.08364,0.0,0.08364,-0.25
164,0.08364,0.0,0.08364,-0.25
165,0.08364,0.0,0.08364,-0.25
166,0.08364,0.0,0.08364,-0.25
167,0.08364,0.0,0.08364,-0.25
168,0.08364,0.0,0.08364,-0.25
169,0.08364,0.0,0.08364,-0.25
170,0.08364,0.0,0.08364,-0.25
171,0.08364,0.0,0.08364,-0.25
172,0.08364,0.0,0.08364,-0.25
173,0.08364,0.0,0.08364,-0.25
174,0.08364,0.0,0.08364,-0.25
175,0.08364,0.0,0.08364,-0.25
176,0.08364,0.0,0.08364,-0.25
177,0.0,0.0,0.0,-0.25
178,0.0,0.0,0.0,-0.25
179,0.0,0.0,0.0,-0.25
180,0.0,0.0,0.0,-0.25
181,0.0,0.0,0.0,-0.25
182,0.0,0.0,0.0,-0.25
183,0.0,0.0,0.0,-0.25
184,0.0,0.0,0.0,-0.25
185,0.0,0.0,0.0,-0.25
186,0.0,0.0,0.0,-0.25
187,0.0,0.0,0.0,-0.25
188,0.0,0.0,0.0,-0.25
189,0.0,0.0,0.0,-0.25
190,0.0,0.0,0.0,-0.25
191,0.08448,0.0,0.08448,-0.25
192,0.08448,0.0,0.08448,-0.25
193,0.08448,0.0,0.08448,-0.25
194,0.08448,0.0,0.08448,-0.25
195,0.08448,0.0,0.08448,-0.25
196,0.08448,0.0,0.08448,-0.25
197,0.08448,0.0,0.08448,-0.25
198,0.08448,0.0,0.08448,-0.25
199,0.08448,0.0,0.08448,-0.25
200,0.08448,0.0,0.08448,-0.25
201,0.08448,0.0,0.08448,-0.25
202,0.08448,0.0,0.08448,-0.25
203,0.08448,0.0,0.08448,-0.25
204,0.08448,0.0,0.08448,-0.25
205,0.08448,0.0,0.08448,-0.25
206,0.08448,0.0,0.08448,-0.25
207,0.08448,0.0,0.08448,-0.25
208,0.08448,0.0,0.08448,-0.25
209,0.08448,0.0,0.08448,-0.25
210,0.08448,0.0,0.08448,-0.25
211,0.08448,0.0,0.08448,-0.25
212,0.08448,0.0,0.08448,-0.25
213,0.08448,0.0,0.08448,-0.25
214,0.08448,0.0,0.08448,-0.25
215,0.08448,0.0,0.08448,-0.25
216,0.08448,0.0,0.08448,-0.25
217,0.08448,0.0,0.08448,-0.25
218,0.08448,0.0,0.08448,-0.25
219,0.08448,0.0,0.08448,-0.25
220,0.08448,0.0,0.08448,-0.25
221,0.08448,0.0,0.08448,-0.25
222,0.08448,0.0,0.08448,-0.25
223,0.08448,0.0,0.08448,-0.25
224,0.08448,0.0,0.08448,-0.25
225,0.08448,0.0,0.08448,-0.25
226,0.08448,0.0,0.08448,-0.25
227,0.08448,0.0,0.08448,-0.25
228,0.08448,0.0,0.08448,-0.25
229,0.08448,0.0,0.08448,-0.25
230,0.08448,0.0,0.08448,-0.25
231,0.08448,0.0,0.08448,-0.25
232,0.08448,0.0,0.08448,-0.25
233,0.08448,0.0,0.08448,-0.25
234,0.08448,0.0,0.08448,-0.25
235,0.0,0.0,0.0,-0.25
236,0.0,0.0,0.0,-0.25
237,0.0,0.0,0.0,-0.25
238,0.0,0.0,0.0,-0.25
239,0.0,0.0,0.0,-0.25
240,0.0,0.0,0.0,-0.25
241,0.0,0.0,0.0,-0.25
242,0.0,0.0,0.0,-0.25
243,0.0,0.0,0.0,-0.25
244,0.0,0.0,0.0,-0.25
245,0.0,0.0,0.0,-0.25
246,0.0,0.0,0.0,-0.25
247,0.0,0.0,0.0,-0.25
248,0.0,0.0,0.0,-0.25
249,0.0,0.0,0.0,-0.25
250,0.0,0.0,0.0,-0.25
251,0.0,0.0,0.0,-0.25
252,0.0,0.0,0.0,-0.25
253,0.0,0.0,0.0,-0.25
254,0.0,0.0,0.0,-0.25
255,0.0,0.0,0.0,-0.25
256,0.0,0.0,0.0,-0.25
257,0.0,0.0,0.0,-0.25
258,0.0,0.0,0.0,-0.25
259,0.0,0.0,0.0,-0.25
260,0.0,0.0,0.0,-0.25
261,0.0,0.0,0.0,-0.25
262,0.0,0.0,0.0,-0.25
263,0.0,0.0,0.0,-0.25
264,0.0,0.0,0.0,-0.25
265,0.0,0.0,0.0,-0.25
266,0.0,0.0,0.0,-0.25
267,0.0,0.0,0.0,-0.25
268,0.0,0.0,0.0,-0.25
269,0.0,0.0,0.0,-0.25
270,0.0,0.0,0.0,-0.25
271,0.0,0.0,0.0,-0.25
272,0.0,0.0,0.0,-0.25
273,0.0,0.0,0.0,-0.25
274,0.0,0.08364,0.0,-0.25
275,0.0,0.08364,0.0,-0.25
276,0.0,0.08364,0.0,-0.25
277,0.0,0.08364,0.0,-0.25
278,0.0,0.08364,0.0,-0.25
279,0.0,0.08364,0.0,-0.25
280,0.0,0.08364,0.0,-0.25
281,0.0,0.08364,0.0,-0.25
282,0.0,0.08364,0.0,-0.25
283,0.0,0.08364,0.0,-0.25
284,0.0,0.08364,0.0,-0.25
285,0.0,0.08364,0.0,-0.25
286,0.0,0.08364,0.0,-0.25
287,0.0,0.08364,0.0,-0.25
288,0.0,0.08364,0.0,-0.25
289,0.0,0.08364,0.0,-0.25
290,0.0,0.08364,0.0,-0.25
291,0.0,0.08364,0.0,-0.25
292,0.0,0.08364,0.0,-0.25
293,0.0,0.08364,0.0,-0.25
294,0.0,0.08364,0.0,-0.25
295,0.0,0.08364,0.0,-0.25
296,0.0,0.08364,0.0,-0.25
297,0.0,0.08364,0.0,-0.25
298,0.0,0.08364,0.0,-0.25
299,0.0,0.08364,0.0,-0.25
300,0.0,0.08364,0.0,-0.25
301,0.0,0.08364,0.0,-0.25
302,0.0,0.08364,0.0,-0.25
303,0.0,0.08364,0.0,-0.25
304,0.0,0.08364,0.0,-0.25
305,0.0,0.08364,0.0,-0.25
306,0.0,0.08364,0.0,-0.25
307,0.0,0.08364,0.0,-0.25
308,0.0,0.08364,0.0,-0.25
309,0.0,0.08364,0.0,-0.25
310,0.0,0.08364,0.0,-0.25
311,0.0,0.08364,0.0,-0.25
312,0.0,0.08364,0.0,0.25
313,0.0,0.0,0.0,0.25
314,0.0,0.0,0.0,0.25
315,0.0,0.0,0.0,0.25
316,0.0,0.0,0.0,0.25
317,0.0,0.0,0.0,0.25
318,0.0,0.0,0.0,0.25
319,0.0,0.0,0.0,0.25
320,0.0,0.0,0.0,0.25
321,0.0,0.0,0.0,0.25
322,0.0,0.0,0.0,0.25
323,0.0,0.0,0.0,0.25
324,0.32952,0.32952,0.32952,0.25
325,0.32952,0.32952,0.32952,0.25
326,0.32952,0.32952,0.32952,0.25
327,0.32952,0.32952,0.32952,0.25
328,0.32952,0.32952,0.32952,0.25
329,0.32952,0.414,0.32952,0.25
330,0.32952,0.414,0.32952,0.25
331,0.32952,0.414,0.32952,0.25
332,0.32952,0.414,0.32952,0.25
333,0.32952,0.414,0.32952,0.25
334,0.32952,0.414,0.32952,0.25
335,0.32952,0.414,0.32952,0.25
336,0.32952,0.414,0.32952,0.25
337,0.32952,0.414,0.32952,0.25
338,0.32952,0.414,0.32952,0.25
339,0.32952,0.414,0.32952,0.25
340,0.32952,0.414,0.32952,0.25
341,0.66789,0.75237,0.66789,0.25
342,0.66789,0.75237,0.66789,0.25
343,0.66789,0.75237,0.66789,0.25
344,0.66789,0.75237,0.66789,0.25
345,0.66789,0.75237,0.66789,0.25
346,0.66789,0.75237,0.66789,0.25
347,0.66789,0.75237,0.66789,0.25
348,0.66789,0.75237,0.66789,0.25
349,0.66789,0.75237,0.66789,0.25
350,0.66789,0.75237,0.66789,0.25
351,0.66789,0.75237,0.66789,0.25
352,0.66789,0.75237,0.66789,0.25
353,0.66789,0.75237,0.66789,0.25
354,0.66789,0.75237,0.66789,0.25
355,0.66789,0.75237,0.66789,0.25
356,0.66789,0.75237,0.66789,0.25
357,0.66789,0.75237,0.66789,0.25
358,0.66789,0.75237,0.66789,0.25
359,0.66789,0.75237,0.66789,0.25
360,0.66789,0.75237,0.66789,0.25
361,1.1485900000000002,1.0794599999999999,1.1485900000000002,0.25
362,1.1485900000000002,1.0794599999999999,1.1485900000000002,0.25
363,1.1485900000000002,1.0794599999999999,1.1485900000000002,0.25
364,1.1485900000000002,1.0794599999999999,1.1485900000000002,0.25
365,1.1485900000000002,1.0794599999999999,1.1485900000000002,0.25
366,1.7182999999999997,1.40948,1.7182999999999997,0.25
367,1.5646900000000001,1.40948,1.5646900000000001,0.25
368,1.5646900000000001,1.40948,1.5646900000000001,0.25
369,1.5646900000000001,1.40948,1.5646900000000001,0.25
370,1.5646900000000001,1.40948,1.5646900000000001,0.25
371,1.325,1.40948,1.325,0.25
372,1.6555799999999998,1.74006,1.6555799999999998,12.0
373,1.9855699999999998,1.9855699999999996,1.9855699999999998,12.0
374,2.17683,2.17683,2.17683,12.0
375,2.5051299999999994,2.50513,2.5051299999999994,12.0
376,2.5051299999999994,2.50513,2.5051299999999994,12.0
377,2.5051299999999994,2.50513,2.5051299999999994,12.0
378,2.834139999999999,2.8341399999999997,2.834139999999999,12.0
379,3.1642199999999994,3.1642200000000003,3.1642199999999994,12.0
380,3.1642199999999994,3.1642200000000003,3.1642199999999994,12.0
381,3.1642199999999994,3.1642200000000003,3.1642199999999994,12.0
382,3.1642199999999994,3.1642200000000003,3.1642199999999994,12.0
383,3.1642199999999994,3.1642200000000003,3.1642199999999994,12.0
384,3.1642199999999994,3.1642200000000003,3.1642199999999994,12.0
385,3.4983999999999997,3.4983999999999997,3.4983999999999997,12.0
386,3.4983999999999997,3.4983999999999997,3.4983999999999997,12.0
387,3.4983999999999997,3.4983999999999997,3.4983999999999997,12.0
388,4.1511000000000005,3.8289899999999997,4.1511000000000005,12.0
389,4.1511000000000005,3.8289899999999997,4.1511000000000005,12.0
390,4.48097,4.15886,4.48097,12.0
391,4.48097,4.15886,4.48097,12.0
392,4.811250000000001,4.48914,4.811250000000001,12.0
393,4.811250000000001,4.48914,4.811250000000001,12.0
394,4.811250000000001,4.82043,5.142540000000001,12.0
395,5.205700000000001,5.21488,5.53699,12.0
396,6.672350000000001,7.835520000000001,8.157630000000001,12.0
397,6.672350000000001,7.835520000000001,8.157630000000001,12.0
398,6.350239999999999,8.73234,8.73234,12.0
399,7.403549999999999,9.06259,9.06259,12.0
400,7.403549999999999,9.06259,9.06259,12.0
401,7.403549999999999,9.06259,9.06259,12.0
402,7.403549999999999,9.06259,9.06259,12.0
403,7.403549999999999,9.06259,9.06259,12.0
404,7.403549999999999,9.06259,9.06259,12.0
405,7.733569999999999,9.392610000000001,9.392610000000001,12.0
406,8.726140000000001,10.39024,10.39024,12.0
407,9.055930000000002,10.720030000000001,10.720030000000001,12.0
408,9.055930000000002,10.720030000000001,10.720030000000001,12.0
409,10.158210000000002,11.05503,11.055030000000002,12.0
410,10.488560000000001,11.385380000000001,11.385380000000003,12.0
411,10.488560000000001,11.385380000000001,11.385380000000003,12.0
412,10.82102,11.71784,11.717840000000006,12.0
413,10.82102,11.71784,11.717840000000006,12.0
414,11.151450000000002,12.04827,12.048270000000006,12.0
415,11.151450000000002,12.04827,12.048270000000006,12.0
416,11.641250000000001,12.53807,12.538070000000006,12.0
417,11.641250000000001,12.53807,12.538070000000006,12.0
418,11.641250000000001,12.53807,12.538070000000006,12.0
419,11.641250000000001,13.38157,13.381570000000007,12.0
420,11.641250000000001,14.47121,14.471210000000006,12.0
421,11.974180000000002,14.80414,14.804140000000007,12.0
422,11.974180000000002,14.80414,14.804140000000007,12.0
423,12.303700000000005,15.455770000000001,15.133660000000008,12.0
424,12.303700000000005,15.455770000000001,15.133660000000008,12.0
425,12.303700000000005,15.455770000000001,15.133660000000008,12.0
426,12.731310000000004,15.88338,15.561270000000007,12.0
427,13.121040000000004,16.27311,15.951000000000008,12.0
428,13.452760000000005,16.604830000000003,16.282720000000005,12.0
429,13.452760000000005,16.758440000000004,16.282720000000005,12.0
430,13.782650000000006,17.088330000000003,16.612610000000004,12.0
431,14.113000000000005,17.658369999999998,16.942960000000006,12.0
432,14.113000000000005,17.658369999999998,16.942960000000006,33.25
433,14.113000000000005,17.33626,16.942960000000006,33.25
434,14.445780000000006,16.825539999999997,16.432240000000004,33.25
435,14.445780000000006,16.671929999999996,16.432240000000004,33.25
436,14.445780000000006,16.432239999999997,16.432240000000004,33.25
437,14.779460000000006,16.765919999999998,16.765920000000005,33.25
438,14.779460000000006,16.765919999999998,16.765920000000005,33.25
439,15.110010000000006,17.096469999999997,17.09647,33.25
440,15.110010000000006,17.096469999999997,17.09647,33.25
441,14.771640000000005,16.7581,16.758100000000002,33.25
442,17.446110000000004,19.43257,19.432570000000002,33.25
443,17.77446,19.76092,19.760920000000002,33.25
444,19.193860000000004,20.09068,20.090680000000003,33.25
445,19.193860000000004,20.09068,20.090680000000003,33.25
446,20.438560000000006,20.61232,20.612320000000004,33.25
447,20.768590000000003,20.942349999999998,20.94235,33.25
448,21.62085,21.79461,21.794610000000006,33.25
449,21.235370000000003,21.701259999999998,21.701260000000005,33.25
450,21.83435,22.30024,22.300240000000006,33.25
451,22.794420000000002,22.30024,23.260310000000004,33.25
452,23.124440000000007,22.63026,23.59033,33.25
453,23.552750000000003,23.05857,24.01864,33.25
454,23.552750000000003,22.39093,23.351,33.25
455,23.884080000000004,22.72226,23.68233,33.25
456,24.925520000000002,23.7637,24.723770000000002,33.25
457,24.589170000000003,23.7637,24.723770000000002,33.25
458,24.589170000000003,23.7637,24.723770000000002,33.25
459,24.925170000000005,24.099700000000002,25.059770000000004,33.25
460,24.925170000000005,24.099700000000002,25.059770000000004,33.25
461,25.0062,24.18073,25.1408,33.25
462,24.90538,24.51084,25.47091,33.25
463,24.96785,24.51084,25.533379999999998,33.25
464,24.22905,23.77204,24.79458,33.25
465,24.22905,23.77204,24.79458,33.25
466,23.63062,23.504900000000003,24.52744,33.25
467,23.331129999999998,24.165480000000002,24.227949999999996,33.25
468,23.658429999999996,24.492780000000003,24.555249999999997,33.25
469,24.484719999999996,24.577520000000003,25.381539999999998,33.25
470,25.033499999999997,24.577520000000003,25.93032,33.25
471,26.360800000000005,24.900950000000005,27.25762,33.25
472,25.58681,24.189430000000005,26.48363,33.25
473,27.06636,24.579200000000004,27.96318,33.25
474,29.41667,26.032690000000006,29.41667,33.25
475,29.47636,26.092380000000006,29.47636,33.25
476,30.630219999999998,26.422260000000005,30.630219999999998,33.25
477,28.144769999999998,23.936810000000005,28.144769999999998,33.25
478,28.66079,25.026590000000002,28.66079,33.25
479,28.49602,24.861819999999998,28.49602,33.25
480,28.076259999999998,24.36922,27.179440000000003,33.25
481,28.076259999999998,25.329289999999997,27.179440000000003,33.25
482,29.00688,26.394089999999995,28.11006,33.25
483,30.180269999999997,26.723979999999997,28.439949999999996,33.25
484,29.04037,27.878279999999997,27.30005,33.25
485,28.036499999999997,28.808899999999994,26.296179999999996,33.25
486,28.369139999999994,29.883089999999992,26.628820000000005,33.25
487,28.521079999999998,30.035029999999995,26.78076,33.25
488,27.4313,30.035029999999995,25.690980000000003,33.25
489,27.4313,30.035029999999995,25.690980000000003,33.25
490,27.244989999999998,30.427209999999995,25.504669999999997,33.25
491,26.42101,30.427209999999995,24.68069,33.25
492,26.481039999999997,30.487239999999996,24.740719999999996,38.75
493,26.813979999999997,29.7304,25.07366,38.75
494,27.079379999999997,29.479779999999998,25.33906,38.75
495,27.079379999999997,28.6558,25.33906,38.75
496,27.079379999999997,28.107020000000002,25.33906,38.75
497,26.47824,27.476429999999997,24.737920000000006,38.75
498,25.892599999999998,26.73042,24.995780000000007,38.75
499,25.732750000000003,26.5081,24.835930000000005,38.75
500,26.061760000000003,25.90649,25.164940000000005,38.75
501,26.12168,25.22486,25.224860000000003,38.75
502,27.165190000000003,26.26837,26.268370000000008,38.75
503,28.206810000000004,27.309990000000006,27.309990000000003,38.75
504,29.719540000000006,28.822720000000004,28.82272,38.75
505,29.912650000000006,29.15276,29.34587,38.75
506,30.250490000000003,29.4906,29.68371,38.75
507,30.250490000000003,29.4906,29.68371,38.75
508,30.353960000000004,29.4906,29.787180000000003,38.75
509,30.605560000000004,29.7422,30.038780000000006,38.75
510,30.68015,29.63669,30.113370000000007,38.75
511,31.00964,29.63639,30.442860000000003,38.75
512,31.06954,29.69629,30.502760000000006,38.75
513,31.11075,29.737499999999997,30.54397,38.75
514,31.76704,28.973419999999997,30.110619999999997,38.75
515,31.76704,28.973419999999997,30.110619999999997,38.75
516,31.85233,29.058709999999998,30.19591,38.75
517,31.856890000000003,29.06327,30.200470000000006,38.75
518,31.142200000000006,28.34858,29.485780000000005,38.75
519,31.472130000000003,28.67851,29.815710000000006,38.75
520,31.532180000000004,28.67851,29.875760000000007,38.75
521,31.532180000000004,28.67851,29.875760000000007,38.75
522,31.21788,28.587970000000002,29.90179000000001,38.75
523,31.21788,28.587970000000002,29.90179000000001,38.75
524,31.97444,29.22804,30.65835000000001,38.75
525,33.877600000000015,29.28808,32.561510000000006,38.75
526,34.27336000000002,29.349120000000003,33.28701000000001,38.75
527,35.63681000000002,30.71257,34.650460000000024,38.75
528,35.44723000000002,30.375279999999997,34.46088000000002,38.75
529,35.44723000000002,30.705019999999998,34.46088000000002,38.75
530,35.777040000000014,31.03974,34.790690000000026,38.75
531,36.426250000000024,31.688950000000002,35.43990000000002,38.75
532,36.60140000000002,32.194430000000004,35.94538000000002,38.75
533,36.78819000000002,32.290490000000005,36.13217000000002,38.75
534,36.78819000000002,32.290490000000005,36.13217000000002,38.75
535,36.93430000000002,32.70628000000001,36.60785000000003,38.75
536,37.26281000000003,32.70628000000001,36.93636000000003,38.75
537,38.39205000000002,33.83552,38.39542000000003,38.75
538,37.30241000000002,33.83552,38.39542000000003,38.75
539,37.707370000000026,34.95975000000001,39.459760000000024,38.75
540,37.707370000000026,34.95975000000001,39.459760000000024,38.75
541,37.707370000000026,35.07624000000001,39.459760000000024,38.75
542,37.88384000000003,34.74894000000001,39.636230000000026,38.75
543,37.88384000000003,34.74894000000001,39.636230000000026,38.75
544,37.88384000000003,34.74894000000001,39.636230000000026,38.75
545,38.36498000000002,35.230080000000015,40.11737000000003,38.75
546,38.36498000000002,35.41018000000002,40.11737000000003,38.75
547,38.425080000000015,35.41018000000002,40.17747000000003,38.75
548,38.45383000000002,35.078460000000014,40.20622000000003,38.75
549,38.51345000000002,35.24155000000002,40.26584000000003,38.75
550,37.05996000000002,33.788060000000016,38.81235000000002,38.75
551,37.05996000000002,33.788060000000016,38.81235000000002,38.75
552,38.120350000000016,33.91454000000001,39.872740000000036,41.25
553,38.41857000000002,34.21276000000001,40.170960000000036,41.25
554,37.941830000000024,34.32607000000001,40.284270000000035,41.25
555,38.02468000000002,34.73843000000001,40.696630000000034,41.25
556,37.84353000000002,35.454100000000004,41.41230000000003,41.25
557,38.36777000000002,35.99213,41.34649000000003,41.25
558,37.761380000000024,35.38574000000001,40.740100000000034,41.25
559,37.67745000000003,35.30181000000001,40.65617000000003,41.25
560,38.40367000000003,36.028030000000015,41.71187000000003,41.25
561,39.84547000000003,37.46983000000001,44.53647000000004,41.25
562,40.71458000000003,38.33894000000001,45.735470000000035,41.25
563,41.67398000000002,38.96886000000001,46.36539000000003,41.25
564,41.67398000000002,38.96886000000001,46.36539000000003,41.25
565,41.57717000000003,39.205960000000005,46.268580000000036,41.25
566,40.32211000000003,37.950900000000004,45.013520000000035,41.25
567,40.32211000000003,37.950900000000004,45.013520000000035,41.25
568,40.98797000000004,39.51453000000001,46.24733000000003,41.25
569,40.65039000000004,39.176950000000005,45.909750000000024,41.25
570,40.553520000000034,39.19665,45.81288000000003,41.25
571,41.022200000000026,39.28625,46.28156000000003,41.25
572,40.57264000000003,39.97129000000001,46.96660000000003,41.25
573,41.430440000000026,40.95933000000001,50.07273000000003,41.25
574,40.831290000000024,40.82876000000001,49.47358000000003,41.25
575,40.56268000000003,40.56015000000001,49.20497000000002,41.25
576,41.826020000000035,40.950500000000005,49.59532000000002,41.25
577,41.397520000000036,39.61054000000001,48.837130000000016,41.25
578,40.39678000000003,38.98062000000001,47.83639000000002,41.25
579,40.66968000000003,38.54678000000001,47.54134000000003,41.25
580,40.62081000000003,38.87699000000002,47.492470000000026,41.25
581,40.561190000000025,39.19645000000002,47.43285000000002,41.25
582,40.43979000000002,39.93017000000002,49.27509000000001,41.25
583,40.35590000000003,39.95247000000002,49.19120000000001,41.25
584,40.24129000000002,39.837930000000014,49.076660000000004,41.25
585,40.24129000000002,39.837930000000014,49.076660000000004,41.25
586,40.97639000000002,40.66376000000002,49.81176000000001,41.25
587,39.75011000000002,40.33551000000001,49.48351000000001,41.25
588,39.75011000000002,40.33551000000001,49.71669000000001,41.25
589,39.73861000000002,40.20923000000002,49.70519000000001,41.25
590,40.15442000000003,41.40618000000001,51.367210000000014,41.25
591,40.23435000000003,41.07075000000002,51.44714000000002,41.25
592,40.74774000000003,41.07075000000002,52.80808000000001,41.25
593,41.882340000000035,41.106830000000016,52.51409000000002,41.25
594,41.96503000000003,41.189520000000016,52.596780000000024,41.25
595,42.26489000000003,41.32998000000002,52.956710000000015,41.25
596,42.26393000000003,42.91036000000001,55.56044,41.25
597,42.27186000000003,42.65392000000001,55.304,41.25
598,41.610240000000026,44.08297000000001,56.40316000000001,41.25
599,42.23460000000003,42.82604,56.867940000000004,41.25
600,42.63940000000002,43.16467000000001,57.53711,41.25
601,43.28063000000002,43.16467000000001,58.178340000000006,41.25
602,43.84355000000002,41.504090000000005,57.843230000000005,41.25
603,43.55830000000002,41.462610000000005,57.81364,41.25
604,43.14294000000002,43.10545000000001,59.04112,41.25
605,43.16606000000003,42.79906000000001,58.734730000000006,41.25
606,43.25162000000002,44.22012000000001,59.68602,41.25
